project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00835756MN,"Construction of Flood Control, Brgy. Tugop, San Fernando, Bukidnon",BUKIDNON,ROSBILL CONSTRUCTION AND SUPPLY,96500000,2024-10-26,24KA0093,01/31/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,7.968080556,125.3222056
P00721386MN,"Construction of Boston Coastal Protection (Cabasagan Section), Boston, Davao Oriental",DAVAO ORIENTAL,JHARKHA CONSTRUCTION AND SUPPLY,43105338.71,2023-08-15,23LF0040,03/28/2023,Construction of Slope Protection Structure,2023,2023,Region XI,7.847605,126.372584
P00620219MN,"Construction of Dike along Tagum Libuganon River, Brgy. Bincungan - Brgy. Busaon, Tagum City, Davao del Norte",DAVAO DEL NORTE,O. G. SANTOS CONSTRUCTION,47211408,2023-08-07,22LC0035,03/01/2022,Construction of Dike,2022,2022,Region XI,7.372481,125.745506
P00734031MN,"Construction of Flood Mitigation Structure, Brgy. Macangao, Lupon, Davao Oriental",DAVAO ORIENTAL,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",34300000,2023-11-20,23LG0052,03/30/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,6.892125,126.0762056
P00522370MN,"Construction of Flood Control/Concrete Revetment along Makar River (Phase 2), Barangay Labangal, General Santos City",SOUTH COTABATO,"JDRC CONSTRUCTION & SUPPLIES, CORP.",48998990.7,2022-09-30,21MB0021,03/08/2022,Construction of Revetment,2021,2021,Region XII,6.094344,125.142422
P00835758MN,"Construction of Flood Control Structure (Package 2) barangay Tugop, San Fernando, Bukidnon",BUKIDNON,ROSBILL CONSTRUCTION AND SUPPLY,96500000,2024-11-17,24KA0123,02/22/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,7.969530556,125.3247056
P00721398MN,"Construction of Flood Control Structure at Balinaonao Br., Barangay Cayetano, Dinagat, Dinagat Islands",DINAGAT ISLANDS,CARTESIAN BUILDERS CORPORATION (FORMERLY: CARTESIAN BUILDERS),9779976.14,2023-08-03,23NE0010,02/23/2023,Construction of Flood Mitigation Structure,2023,2023,Region XIII,9.990199,125.610018
P00820174MN,"Construction of Cateel I IS River Bank Protection Dike along the Left Main Canal Service Road, Cateel, Davao Oriental",DAVAO ORIENTAL,LICSAL CONSTRUCTION CORPORATION,14699816.87,2024-10-15,24LF0013,02/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.743753,126.379105
P00630610MN,"Construction of Flood Mitigation Structure along Sumlog River (Barangay Tagugpo to Barangay Ilangay Section) Lupon, Davao Oriental",DAVAO ORIENTAL,MAVERICK BUILDERS INCORPORATED (FORMERLY MAVERICK,29398234.15,2022-10-11,22LG0015,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.97397735,126.07622105
P00633923MN,"Construction of Drainage System at Purok 7 & 9, Barangay 39-D, Davao City",DAVAO DEL SUR,C'ZARLES CONSTRUCTION & SUPPLY,6860000,2023-01-10,22LB0371,04/13/2022,Construction of Drainage Structure,2022,2022,Region XI,7.061388,125.612633
P00820328MN,"Construction of Concrete Revetment, Upper Silway Bridge, Silway River, Barangay Apopong, General Santos City",SOUTH COTABATO,"JDRC CONSTRUCTION & SUPPLIES, CORP.",69961399.76,2024-10-18,24MB0002,03/12/2024,Construction of Revetment,2024,2024,Region XII,6.150469,125.142434
P00721243MN,"Construction of Flood Control Structure along Tigwa River, San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",99002702.01,2024-02-01,23K00108,02/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,7.923425,125.330541
P00820074MN,"Construction of Flood Mitigation Structure along Baguan River, Tarragona, Davao Oriental",DAVAO ORIENTAL,"P.L. SEBASTIAN CONSTRUCTION, INC. (FORMERLY: P.L. SEBASTIAN CONSTRUCTION)",48248389.36,2025-01-13,24LF0024,03/19/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.056676,126.408643
P00820210MN,"Construction of Andanan RIS Flood Control Structure, Bayugan City, Agusan del Sur",AGUSAN DEL SUR,J.M. LACORTE CONSTRUCTION,29399610.23,2024-12-10,24NB0050,08/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,8.739616,125.747067
P00721589MN,"Rehabilitation of Shore Protection Structure, Barangay Poblacion 1, Burgos, Surigao del Norte",SURIGAO DEL NORTE,LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),47951985.95,2024-04-24,23NF0032,03/28/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,Region XIII,10.01651,126.07662
P00721477MN,"Construction of Flood Mitigation Structure along Agusan River (Ambacon Section) Downstream, Las Nieves, Agusan del Norte",AGUSAN DEL NORTE,ME 3 CONSTRUCTION / EVENPAR CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: EVEN PAR CONST. CO. INC.),115799197.33,2024-05-30,23N00096,04/20/2023,Construction of Flood Mitigation Structure,2023,2023,Region XIII,8.722582,125.613281
P00721478MN,"Construction of Flood Mitigation Structure along Agusan River (Ambacon Section) Upstream, Las Nieves, Agusan del Norte",AGUSAN DEL NORTE,ME 3 CONSTRUCTION / EVENPAR CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: EVEN PAR CONST. CO. INC.),115799566.41,2024-05-30,23N00097,04/20/2023,Construction of Flood Mitigation Structure,2023,2023,Region XIII,8.722582,125.613281
P00820363MN,"Construction of Bank Protection along Agusan River (Magtuyon Section) San Luis, Agusan del Sur",AGUSAN DEL SUR,J.M. LACORTE CONSTRUCTION / LEXICON DEVELOPMENT CORPORATION,77199705.93,2024-12-11,24NB0012,04/17/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,8.475431,125.748515
P00620175MN,"Rehabilitation of Flood Control Structure along Baguan River, Sta. 0+000 - Sta. 0+400, Tarragona, Davao Oriental",DAVAO ORIENTAL,RITZ BUILDERS CONSTRUCTION INC. (FORMERLY:RITZTOK CONSTRUCTION AND SUPPLY),29399769.79,2022-12-02,22LF0009,02/21/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region XI,7.037276,126.410566
P00721620MN,"Construction of Flood Mitigation Structure along Tibanban River, Governor Generoso, Davao Oriental",DAVAO ORIENTAL,MAER SUMMIT KONSTRUKT CO.,24132496.94,2023-11-15,23LG0066,03/27/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,6.63041772,126.07666329
P00835776MN,"Construction of Flood Mitigation Structure, Barangay Simaya, Malaybalay City, Bukidnon",BUKIDNON,RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE  BUILDERS AND GEN. MERCHANDISE),135100000,2025-02-18,24KA0143,02/27/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,8.010822222,125.1440194
P00721244MN,"Construction of Flood Control Structure along Kapalong-Talaingod-Valencia Road (Mawi-i Creek - Mawi-i Bridge, Tributary to Pulangui River), Package 2, Barangay Halapitan (Poblacion), San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",65122870.63,2024-03-17,23K00161,03/29/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,7.921056,125.330736
P00620171MN,"Construction of Flood Mitigation Structure, Sibajay Coastal Protection, Sta. 0+000 - Sta. 0+250, Boston, Davao Oriental",DAVAO ORIENTAL,RDJM CONSTRUCTION AND SUPPLY,29398519.57,2022-09-06,22LF0046,02/08/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.827187,126.41416
P00630524MN,"Construction of Revetment along Tagum Libuganon River Basin, Carmen Section, Brgy. Guadalupe, Carmen, Davao del Norte",DAVAO DEL NORTE,RELY CONSTRUCTION & SUPPLY INC.(FORMERLY: RELY CONSTRUCTION AND SUPPLY),67549987.12,2023-12-28,22LC0095,03/01/2022,Construction of Revetment,2022,2022,Region XI,7.39155,125.749194
P00746137MN,"Reconstruction of Flood Control Project in Barangay Ban-as, Municipality of Lianga, Surigao del Sur - Barangay Roads",SURIGAO DEL SUR,CM TAN CONSTRUCTION,134798744.38,2024-11-27,23NH0112,01/10/2024,Construction of Flood Mitigation Structure,2023,2023,Region XIII,8.6428,126.08567
P00820251VS,"Construction of Palapag CIS River Bank Protection at Damsite, Palapag, Northern Samar",NORTHERN SAMAR,DEACONS TEMPLE CONSTRUCTION & SUPPLY,9791028.32,2024-11-10,24II0037,05/15/2024,Construction of Flood Mitigation Structure,2024,2024,Region VIII,12.49998,125.146488
P00550458MN,"Construction of Drainage System leading to Roxas Maindrain, Davao City",DAVAO DEL SUR,MITZ CONSTRUCTION AND SUPPLY / O. G. SANTOS CONSTRUCTION,96500000,2023-01-25,21LB0287,01/16/2022,Construction of Drainage Structure,2021,2021,Region XI,7.07058,125.613384
P00721365MN,"Construction of Flood Mitigation Structure along Kapalong-Talaingod-Valencia Road (Tigwa River), Barangay Halapitan, San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",49000000,2023-11-11,23KA0047,01/31/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,7.924754,125.330924
P00721388MN,"Construction of Flood Mitigation Structure along Surigao Del Sur - Davao Oriental Coastal Road (Sta Filomena - Central Section), Sta. 1541 + 000.00 - Sta. 1544 + 000.00, Cateel, Davao Oriental",DAVAO ORIENTAL,JHARKHA CONSTRUCTION AND SUPPLY,19599646.11,2024-06-03,23LF0094,05/23/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,7.809187,126.438048
P00522101MN,"Drainage System Leading to Dacudao Maindrain, Davao City",DAVAO DEL SUR,ABU CONSTRUCTION,56610760,2023-04-30,21LB0118,08/16/2021,Construction of Drainage Structure,2021,2021,Region XI,7.094162,125.613691
P00550542MN,"Construction of Concrete Revetment along Tagum Libuganon River Basin, Carmen Section, Davao del Norte",DAVAO DEL NORTE,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),48125352,2022-10-04,21LC0200,01/27/2022,Construction of Revetment,2021,2021,Region XI,7.387953,125.749544
P00721647MN,"Construction of Flood Mitigation Structure along Agusan River (Agusan Valma Bridge Downstream), Brgy. Poblacion, Compostela, Davao De Oro",DAVAO DE ORO,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),93315500,2023-11-15,23LI0030,03/21/2023,Construction of Revetment,2023,2023,Region XI,7.676195,126.088451
P00522062MN,"Construction of Flood Control Structure along Kapalong-Talaingod-Valencia Road (Mawi-i Creek - Mawi-i Bridge, Tributary to Pulangui River), Brgy. Halapitan (Poblacion), San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",57865469.51,2022-07-28,21K00262,08/16/2021,Construction of Flood Mitigation Structure,2021,2021,Region X,7.920557,125.330932
P00550459MN,"Construction of Drainage System leading to Dacudao Maindrain, Davao City",DAVAO DEL SUR,MAER SUMMIT KONSTRUKT CO.,96500000,2022-10-27,21LB0306,01/16/2022,Construction of Drainage Structure,2021,2021,Region XI,7.090898,125.613827
P00620233MN,"Construction of Saug River Flood Control, Pagsabangan Section, Tagum City, Davao del Norte",DAVAO DEL NORTE,GP & H CONSTRUCTION INCORPORATED (FORMERLY: GP & H CONSTRUCTION & SUPPLY),57900000,2022-11-28,22LC0040,02/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.478767,125.751206
P00833298MN,"Construction of Flood Mitigation Structure Protecting Surigao Del Sur Bdry. - Davao Oriental Coastal Road (Moyapoy Section), Tarragona, Davao Oriental",DAVAO ORIENTAL,ECBJ EASTCOAST CONSTRUCTION,48249684.37,2024-07-15,24LF0074,04/22/2024,Construction of Revetment,2024,2024,Region XI,7.020912,126.443063
P00820065MN,"Construction of Concrete Revetment along Bulatukan River, Barangay Poblacion, Magsaysay, Davao del Sur",DAVAO DEL SUR,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,115800000,2024-10-26,24LD0011,03/07/2024,Construction of Revetment,2024,2024,Region XI,6.74607978,125.14812019
P00721644MN,"Construction of Flood Mitigation Structure along Old Batutu River (Downstream) leading to Agusan River, Brgy. Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",96499992.3,2024-12-06,23LI0060,03/28/2023,Construction of Revetment,2023,2023,Region XI,7.675722,126.088621
P00620104MN,"Construction of Flood Mitigation Structure at Brgy. Camagong, Sta. 0+000.00 - Sta. 0+259.50, Nasipit, Agusan del Norte",AGUSAN DEL NORTE,ADFIL CORPORATION,120624963.35,2023-04-30,22N00108,10/07/2022,Construction of Flood Mitigation Structure,2022,2022,Region XIII,8.970381,125.333489
P00833292MN,"Construction of Flood Mitigation Structure along Lingayao River (Sitio Sumading), Manay, Davao Oriental",DAVAO ORIENTAL,O. G. SANTOS CONSTRUCTION,96495097.92,2024-10-28,24LF0046,04/22/2024,Construction of Revetment,2024,2024,Region XI,7.13978,126.469888
P00734402MN,"Construction of Slope Protection at Mabaus Relief Drainage in Carmen, Davao del Norte",DAVAO DEL NORTE,FORDEX CONSTRUCTION CORPORATION,9876434.36,2024-06-02,23L00171,11/17/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,7.4083,125.753
P00630526MN,"Construction of Revetment, Magsaysay, Davao del Sur",DAVAO DEL SUR,TKS BUILDERS & SUPPLIES,67550000,2022-11-05,22LD0033,02/18/2022,Construction of Revetment,2022,2022,Region XI,6.75083366,125.1486229
P00620178MN,"Construction of Flood Mitigation Structure along Cuabo Creek, Sta.0+000 - Sta. 0+400, Lupon Davao Oriental",DAVAO ORIENTAL,FAJR CONSTRUCTION PARTS AND SUPPLY,19600000,2022-10-08,22LG0011,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.90475,126.08886
P00631101MN,"Rehabilitation of existing Flood Mitigation Structure at Barangay 17-B Poblacion, Davao City",DAVAO DEL SUR,CJEP BUILDERS AND ENGINEERING SERVICES,4950000,2022-08-29,22LB0245,04/13/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region XI,7.083661,125.615757
P00630509MN,"Construction of Digos River Flood Control Project, Barangay Ruparan (Section 6), City of Digos, Davao del Sur",DAVAO DEL SUR,"P.L. SEBASTIAN CONSTRUCTION, INC. (FORMERLY: P.L. SEBASTIAN CONSTRUCTION)",173600437.58,2024-02-25,22L00084,03/25/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.780079,125.333575
P00833296MN,"Construction of Concrete Revetment along Lingayao River, Brgy. San Ignacio, Manay, Davao Oriental",DAVAO ORIENTAL,ECBJ EASTCOAST CONSTRUCTION,48249609.7,2024-07-22,24LF0038,04/22/2024,Construction of Revetment,2024,2024,Region XI,7.1227,126.4797
P00733310VS,"Construction of Flood Control Structure, Barangay Poblacion, Hernani, Eastern Samar",EASTERN SAMAR,QUEEN MARIECRIS CONSTRUCTION CORP.,24123628.52,2023-12-06,23I00084,07/12/2023,Construction of Flood Mitigation Structure,2023,2023,Region VIII,11.321771,125.61678
P00721571MN,"Construction of Protection Dike at Cambaong Creek, Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,51859623.25,2024-11-08,23LI0067,08/09/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,7.675793,126.089266
P00820325MN,"Construction of Concrete Revetment, Downstream of Sinawal Bridge, Sinawal River, Barangay Labangal, General Santos City",SOUTH COTABATO,J.G. ORANZA CONSTRUCTION,120624229.69,2025-03-21,24M00162,08/12/2024,Construction of Revetment,2024,2024,Region XII,6.111089,125.149238
P00630506MN,"Construction of Digos River Flood Control Project, Barangay Ruparan (Section 3), City of Digos, Davao del Sur",DAVAO DEL SUR,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),173625230.25,2023-03-27,22L00081,03/11/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.786175,125.333874
P00620380MN,"Construction of Flood Mitigation Structure protecting Surigao del Sur Bdry - Davao Oriental Coastal Rd (San Ignacio Section), Manay, Davao Oriental",DAVAO ORIENTAL,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),96499661.76,2022-12-12,22LF0099,03/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.116111,126.484216
P00630603MN,"Construction of Concrete Revetment along Tagum-Libuganon River Basin, Carmen Section, Davao del Norte",DAVAO DEL NORTE,GP & H CONSTRUCTION INCORPORATED (FORMERLY: GP & H CONSTRUCTION & SUPPLY),49000000,2022-11-17,22LC0096,02/11/2022,Construction of Revetment,2022,2022,Region XI,7.402742,125.755122
P00634137MN,"Construction (Riprapping) of Canal from Deca Homes going to Country Homes up to the boundary of Barangay Communal, Barangay Cabantian, Buhangin District, Davao City (near Greenland Phase 1)",DAVAO DEL SUR,MARK ANTHONY CONSTRUCTION & SUPPLY,29700000,2023-05-07,22LB0414,06/09/2022,Construction of Drainage Structure,2022,2022,Region XI,7.131305,125.619181
P00522369MN,"Construction of Concrete Revetment, P.I. Silway River, Barangay Apopong, General Santos City",SOUTH COTABATO,J.G. ORANZA CONSTRUCTION,22631367.51,2022-09-20,21MB0023,03/08/2022,Construction of Revetment,2021,2021,Region XII,6.130386,125.15105
P00630508MN,"Construction of Digos River Flood Control Project, Barangay Ruparan (Section 5), City of Digos, Davao del Sur",DAVAO DEL SUR,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),173700000,2023-11-23,22L00083,03/24/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.796318,125.334886
P00732066MN,"Construction of Revetment along Lingayao River, barangay San Ignacio, Manay, Davao Oriental",DAVAO ORIENTAL,O. G. SANTOS CONSTRUCTION,96496078.47,2023-10-30,23LF0028,04/04/2023,Construction of Revetment,2023,2023,Region XI,7.117758,126.485185
P00620231MN,"Construction of Revetment along Saug River, Cambanogoy, Asuncion, Davao del Norte",DAVAO DEL NORTE,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),96498062.26,2022-12-05,22LC0038,02/24/2022,Construction of Revetment,2022,2022,Region XI,7.531736,125.755994
P00522089MN,"Construction of Davao River Flood Control, Davao City",DAVAO DEL SUR,VICENTE T. LAO CONSTRUCTION,69518600,2023-10-16,21LB0012,01/16/2022,Construction of Flood Mitigation Structure,2021,2021,Region XI,7.08951,125.61933
P00630507MN,"Construction of Digos River Flood Control Project, Barangay Ruparan (Section 4), City of Digos, Davao del Sur",DAVAO DEL SUR,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),173700000,2023-12-16,22L00082,03/11/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.791493,125.335042
P00721573MN,"Construction of Revetment along Aguibawa Creek leading to Agusan River at Brgy. Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,96499994.56,2024-03-22,23LI0043,03/24/2023,Construction of Revetment,2023,2023,Region XI,7.676167,126.089607
P00620220MN,"Construction of Flood Control Structure along Saug River, Protecting Tagum-Panabo Circumferential Road, Asuncion, Davao del Norte",DAVAO DEL NORTE,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),57882638.53,2023-03-12,22LC0036,03/01/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.539431,125.756547
P00550540MN,"Construction of Davao River Flood Control System, Davao City",DAVAO DEL SUR,"MRD GEMPESAW CONSTRUCTION CORP. / MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",47723221.79,2023-05-24,21LB0307,12/23/2021,Construction of Flood Mitigation Structure,2021,2021,Region XI,7.08951,125.61933
P00833291MN,"Construction of Flood Mitigation Structure along Casauman River, Manay, Davao Oriental",DAVAO ORIENTAL,O. G. SANTOS CONSTRUCTION,96498973.69,2024-09-21,24LF0045,04/22/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.355291,126.503149
P00821202MN,"Construction of Concrete Revetment along Silway River, Barangay Apopong, General Santos City",SOUTH COTABATO,J.G. ORANZA CONSTRUCTION,96400433.63,2025-04-25,24M00224,07/22/2024,Construction of Revetment,2024,2024,Region XII,6.130522,125.151076
P00550464MN,"Rehabilitation of Concrete Revetment along Digos River, Purok Manga Section, Barangay Tres de Mayo, Digos City",DAVAO DEL SUR,ROSBILL CONSTRUCTION AND SUPPLY,19600000,2022-08-12,21LD0056,03/24/2022,Rehabilitation / Major Repair of Flood Control Structure,2021,2021,Region XI,6.76592,125.33716
P00620266MN,"Construction of Revetment along Agusan River, Sta. 0+807.71 - Sta. 1+156.52 (RS), Purok 3 Brgy. Osmeña to Purok 1, Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,"THREE W BUILDERS, INC.",48999996.26,2022-11-05,22LA0044,02/15/2022,Construction of Revetment,2022,2022,Region XI,7.676115,126.089816
P00833299MN,"Construction of Revetment along Caraga River (Don Leon Balante Section), Caraga, Davao Oriental",DAVAO ORIENTAL,ECBJ EASTCOAST CONSTRUCTION,48249988.81,2024-11-29,24LF0075,04/22/2024,Construction of Revetment,2024,2024,Region XI,7.345274,126.505251
P00630596MN,"Construction of River Dike in Purok 2 Waling Waling, Barangay Gumitan, Marilog District, Davao City",DAVAO DEL SUR,RK STAR ECOENGINEERING,9504924.22,2022-08-10,22LH0120,05/05/2022,Construction of Dike,2022,2022,Region XI,7.440353,125.34535
P00620232MN,"Construction of Saug River Flood Control, Asuncion, Davao del Norte",DAVAO DEL NORTE,"R.A. PAHATI CONST. & SUPPLY, INC.",86850000,2023-01-22,22LC0039,02/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.538889,125.757517
P00630518MN,"Construction of Revetment along Balutakay River (Bridge Upstream Section), Balutakay, Hagonoy, Davao del Sur",DAVAO DEL SUR,"TKS BUILDERS & SUPPLIES / LEDCORE CONSTRUCTION AND DEVELOPMENT CORP,",67550000,2023-04-01,22LD0032,02/18/2022,Construction of Revetment,2022,2022,Region XI,6.71984606,125.3461425
P00632045VS,"Construction of Tide Embankment Brgy Catadman, Basey, Samar",SAMAR (WESTERN SAMAR),EMB CONSTRUCTION AND SUPPLY,25739029.39,2022-08-08,22IK0051,03/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region VIII,11.271667,125.151944
P00734004MN,"Construction of Dike Revetment along Liangan River, Lianga, Surigao del Sur",SURIGAO DEL SUR,CM TAN CONSTRUCTION,96499679.89,2024-02-28,23NH0060,05/10/2023,Construction of Dike,2023,2023,Region XIII,8.642026,126.089827
P00631098MN,"Construction of Drainage System at Diamond Street, Barangay Gov. Paciano Bangoy, Davao City",DAVAO DEL SUR,HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,6930000,2023-09-01,22LB0232,03/31/2022,Construction of Drainage Structure,2022,2022,Region XI,7.090318,125.620844
P00820076MN,"Construction of Flood Mitigation Structure along Caraga River, Pacahun Section, Caraga, Davao Oriental",DAVAO ORIENTAL,DBR CONSTRUCTION CORPORATION (FORMERLY: D.B. RAVELO CONSTRUCTION & SUPPLY),48247726.58,2024-11-15,24LF0014,04/08/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.345283,126.506899
P00634999MN,"Construction of Drainage Canal in Barangay Tibal-og, Sto. Tomas, Davao del Norte",DAVAO DEL NORTE,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",4919156.22,2023-01-15,22LC0194,06/02/2022,Construction of Drainage Structure,2022,2022,Region XI,7.527556,125.621828
P00721501MN,"Construction of Revetment along Digos River, Digos City, Davao del Sur",DAVAO DEL SUR,TKS BUILDERS & SUPPLIES,39200000,2023-10-05,23LD0009,02/17/2023,Construction of Revetment,2023,2023,Region XI,6.763455,125.347462
P00721535MN,"Construction of Flood Mitigation Structure, Sta. 0 + 000 - Sta. 0 + 156, Barangay Can-ayan, Malaybalay City, Bukidnon",BUKIDNON,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,96499999.3,2023-12-17,23KA0164,03/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,8.192725,125.153617
P00734404MN,"Construction of Flood Control Structure, Barangay Mahan ub, Baganga, Davao Oriental",DAVAO ORIENTAL,JAI BUILDERS CORPORATION ( FORMERLY JAI BUILDERS AND SUPPLY),4949987.48,2023-07-14,23LF0106,04/04/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,7.573189,126.508142
P00550439MN,"Construction of Bank Protection Protecting the National Road, Butuan City-Esperanza-San Luis, Talacogon, Agusan del Sur, Package 2",AGUSAN DEL SUR,CM TAN CONSTRUCTION,139924981.37,2022-12-15,21N00142,04/20/2022,Construction of Flood Mitigation Structure,2021,2021,Region XIII,8.462851,125.760982
P00550524MN,"Construction of Dike Revetment along Liangan River, Lianga, Surigao del Sur",SURIGAO DEL SUR,ARQ BUILDERS,81722678.26,2023-01-09,21NH0092,01/18/2022,Construction of Flood Mitigation Structure,2021,2021,Region XIII,8.641987,126.089969
P00633928MN,"Rehabilitation of Drainage System at Barangay 23-C, Davao City",DAVAO DEL SUR,BQPC CORPORATION,6860000,2023-03-25,22LB0376,04/13/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,Region XI,7.07177,125.622173
P00820144VS,"Rehabilitation of Flood Control Structure along Dolores River, Barangay Magsaysay, Dolores, Eastern Samar",EASTERN SAMAR,PABLO S. LABASBAS CONSTRUCTION CORPORATION (FORMERLY: PABLOS. LABASBAS CONSTRUCTION CORPORATION) / JAMA88 BUILDERS INC.,49545983.48,2024-11-02,24IB0041,03/18/2024,Rehabilitation / Major Repair of Flood Control Structure,2024,2024,Region VIII,12.03730556,125.3480194
P00620167MN,"Rehabilitation of Drainage Structure along Mamay Creek, NHA Zone 2 Section, Sta. 0+000 - Sta. 1+790, Brgy. Buhangin, Davao City",DAVAO DEL SUR,JD SOMOZA BUILDERS,29400000,2023-04-16,22LB0124,04/13/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,Region XI,7.11397,125.6229
P00620298MN,"Construction/Rehabilitation of Sinadyap River Phase II, Sta. 0+067.00 - Sta. 0+429 (L/S), Sta. 0+040.00 - Sta. 0+430.00 (R/S), Bayugan City, Agusan del Sur",AGUSAN DEL SUR,ARQ BUILDERS,45079998.73,2023-03-24,22NB0014,06/13/2022,Construction of Flood Mitigation Structure,2022,2022,Region XIII,8.712154,125.770992
P00820034MN,"Construction of Flood Mitigation Structure along Linabo Bridge, barangay Linabo, Malaybalay City, Bukidnon",BUKIDNON,ROSBILL CONSTRUCTION AND SUPPLY,96500000,2024-12-16,24KA0106,01/31/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,8.037677778,125.1539722
P00620379MN,"Construction of Flood Mitigation Structure along Manurigao River (San Antonio Section), Caraga, Davao Oriental",DAVAO ORIENTAL,ECBJ EASTCOAST CONSTRUCTION / MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),96499999.58,2022-10-10,22LF0090,03/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.416476,126.514185
P00820366MN,"Construction of Bank Protection of Bahayan River, near Primary Road (NRJ Cuevas-Bislig Road), Phase II, P-4 Duranta, Barangay Cuevas, Trento, Agusan del Sur",AGUSAN DEL SUR,"ROCK DIWATA BUILDERS, INC.",77199995.82,2024-09-30,24NC0023,02/16/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,8.021625,126.09145
