project_id,report_contract_id,report_year,funding_year,description,project_type,location,region,region_clean,contractor,contractor_clean,cost,cost_numeric,start_date,start_date_iso,completion_date,completion_date_iso,lat,lng
2969,22BC0023,,,"Construction of Canayun Flood Control along Abulug River (Sta. 9+057 - Sta. 9+257), Abulug, Cagayan",,CAGAYAN,,CAGAYAN,C.T. LEONCIO CONSTRUCTION & TRADING,C.T. LEONCIO & TRADING,"49,000,000.00",49000000.0,,,12/07/2022,2022-12-07,,
2170,22AB0093,,,"Construction of Flood Control Structure, Laoag River Basin and Sabo Flood Control Structure along Cabittauran River (Right Bank), Barangay Cabittauran, Sitio Caduyungan 2, Nueva Era, Ilocos Norte",,ILOCOS NORTE,,ILOCOS NORTE,ST. TIMOTHY CONSTRUCTION CORPORATION,ST. TIMOTHY,"48,999,997.76",48999997.76,,,12/07/2022,2022-12-07,,
2172,22AB0095,,,"Construction of Flood Control Structure, Laoag River Basin and Sabo Flood Control Structure along Lading River (Left Bank), Barangay Cabittauran, Sitio Namalican 2, Nueva Era, Ilocos Norte",,ILOCOS NORTE,,ILOCOS NORTE,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT,"48,999,997.76",48999997.76,,,12/07/2022,2022-12-07,,
2173,22AB0096,,,"Construction of Flood Control Structure, Laoag River Basin and Sabo Flood Control Structure along Lading River (Right Bank), Barangay Cabittauran, Sitio Cabadocan, Nueva Era, Ilocos Norte",,ILOCOS NORTE,,ILOCOS NORTE,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT,"48,999,996.73",48999996.73,,,12/07/2022,2022-12-07,,
1563,22OD0067,,,"Construction of Drainage along Brgy. 97, Caloocan City",,CALOOCAN CITY,,CALOOCAN CITY,C.L. MORALES CONSTRUCTION AND TRADING,C.L. MORALES AND TRADING,"7,193,608.46",7193608.46,,,12/07/2022,2022-12-07,,
840,22PJ0006,2025,2025,"Construction of Flood Mitigation Structures along Magat River, Sta. 39 + 563 - Sta. 40 + 075, San Juan, Alfonso Lista, Ifugao",,IFUGAO,III,Region III,MA CONSTRUCTION / R.S. SEPIAN CONSTRUCTION & TRUCKING,MA / R.S. SEPIAN & TRUCKING,"49,000,000.00",49000000.0,02/11/2025,2025-02-11,12/07/2022,2022-12-07,15.682808,120.628406
9024,21IL0139,,,"Construction of Road Slope Protection along Maasin Bypass Road, Maasin City, Southern Leyte",,SOUTHERN LEYTE,,SOUTHERN LEYTE,A.C. RIVERO DEVELOPMENT CORPORATION,A.C. RIVERO DEVELOPMENT,"96,500,000.00",96500000.0,,,12/06/2022,2022-12-06,,
7099,22FG0029,,,"Construction of Flood Mitigation Structure along Teres/Cagbalinad River, Garchitorena, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,HGG BUILDERS & SUPPLY,HGG & SUPPLY,"29,400,000.00",29400000.0,,,12/06/2022,2022-12-06,,
6373,22EH0035,,,"Construction of Bulwang-Gabawan Fllod Control Structure, Odiongan, Romblon",,ROMBLON,,ROMBLON,R N V CONSTRUCTION,R N V,"24,499,247.05",24499247.05,,,12/06/2022,2022-12-06,,
6218,22EI0031,,,"Construction of Flood Mitigation Structure, Brgy. Hagan, Sta. 0+000 - Sta. 0+112, Bongabong, Oriental Mindoro",,ORIENTAL MINDORO,,ORIENTAL MINDORO,KING'S BUILDERS & DEVELOPMENT CORPORATION,KING'S & DEVELOPMENT,"13,984,346.37",13984346.37,,,12/06/2022,2022-12-06,,
5531,22DI0070,,,"Construction of Revetment along Sta.Rosa River at Brgy. Biñan, Biñan City, Laguna",,LAGUNA,,LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,MAR-VEL & SUPPLY,"96,497,537.53",96497537.53,,,12/06/2022,2022-12-06,,
5205,22DC0049,,,"Construction of Riverbank Protection along Pansipit River, Agoncillo-San Nicolas, Batangas",,BATANGAS,,BATANGAS,V.R. PATRON BUILDERS & DEVELOPERS CORP. (PREVIOUSL,V.R. PATRON & DEVELOPERS (PREVIOUSL,"77,198,940.97",77198940.97,,,12/06/2022,2022-12-06,,
3247,21BG0128,,,"Construction of Flood Control Structure along Cagayan River Bank - Barangay Canangan, Angadanan, Isabela",,ISABELA,,ISABELA,JANN-NORRIS CONSTRUCTION AND SUPPLIES INC. (FORMELY: JANN-NORRIS CONSTRUCTION AND SUPPLIES) / JOHN-JANN CONST. AND SUPPLIES CORP.,JANN-NORRIS AND SUPPLIES (FORMELY: JANN-NORRIS AND SUPPLIES) / JOHN-JANN CONST. AND SUPPLIES,"95,051,116.94",95051116.94,,,12/06/2022,2022-12-06,,
3248,21BG0129,,,"Construction of Flood Control Structure along Cagayan River Bank - Barangay Viga, Angadanan, Isabela",,ISABELA,,ISABELA,JANN-NORRIS CONSTRUCTION AND SUPPLIES INC. (FORMELY: JANN-NORRIS CONSTRUCTION AND SUPPLIES) / INFINITUM 888 CONSTRUCTION AND DEVELOPMENT CORPORATION,JANN-NORRIS AND SUPPLIES (FORMELY: JANN-NORRIS AND SUPPLIES) / INFINITUM 888 AND DEVELOPMENT,"95,049,181.10",95049181.1,,,12/06/2022,2022-12-06,,
3083,22BE0047,2024,2024,"Construction of Flood Control Project along Cagayan River (Sta. 0+000 - Sta. 0+146), Nagulian Baculod, City of Ilagan, Isabela",,ISABELA,II,Region II,DRAGON TWELVE BUILDERS & CONSTRUCTION SUPPLY,DRAGON TWELVE & SUPPLY,"39,386,293.70",39386293.7,04/04/2024,2024-04-04,12/06/2022,2022-12-06,17.794936,121.473083
2248,21AC0164,,,"Construction of Flood Control along Cabaroan Creek, Brgy. Cabaroan, Bantay, Ilocos Sur",,ILOCOS SUR,,ILOCOS SUR,SJ MILLENNIUM CONSTRUCTION AND CONSTRUCTION SUPPLY CORPORATION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),SJ MILLENNIUM AND SUPPLY / EGB (FORMERLY: EGB ),"14,679,126.24",14679126.24,,,12/06/2022,2022-12-06,,
2163,22AB0086,,,"Construction of Flood Control Structure along Sinigpit Creek (Right Bank), Barangay Caray, Sitio Sinigpit 1, Nueva Era, Ilocos Norte",,ILOCOS NORTE,,ILOCOS NORTE,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT,"48,999,996.76",48999996.76,,,12/06/2022,2022-12-06,,
1911,22OG0119,2024,2024,"Rehabilitation and Drainage Input of Various Alleys, San Martin de Porres, Quezon City",,QUEZON CITY,XIII,Region XIII,DIADEMA CONSTRUCTION AND ENTERPRISES INC. (FORMERLY: DIADEMA ENTERPRISES),DIADEMA AND ENTERPRISES (FORMERLY: DIADEMA ENTERPRISES),"7,902,183.52",7902183.52,03/06/2024,2024-03-06,12/06/2022,2022-12-06,9.011911,125.658036
9864,22MD0057,,,"Construction of Flood Control Structure, Libungan River (Nalin Section-Phase V), Nalin, Midsayap, Cotabato",,COTABATO (NORTH COTABATO),,COTABATO (NORTH COTABATO),MUST ENTERPRISES,MUST ENTERPRISES,"48,949,154.29",48949154.29,,,12/05/2022,2022-12-05,,
9589,22LC0094,,,"Construction of Dike along Sadpudon Creek, Carmen, Brgy. Taba, Carmen, Davao del Norte",,DAVAO DEL NORTE,,DAVAO DEL NORTE,RELY CONSTRUCTION & SUPPLY INC.(FORMERLY: RELY CONSTRUCTION AND SUPPLY),RELY & SUPPLY (FORMERLY: RELY AND SUPPLY),"67,550,000.00",67550000.0,,,12/05/2022,2022-12-05,,
9577,22LC0038,,,"Construction of Revetment along Saug River, Cambanogoy, Asuncion, Davao del Norte",,DAVAO DEL NORTE,,DAVAO DEL NORTE,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),LEGACY (FORMERLY: LEGACY ),"96,498,062.26",96498062.26,,,12/05/2022,2022-12-05,,
9296,22KI0036,2024,2024,"Construction of River Control, Brgy. Puntod, Plaridel, Misamis Occidental",,MISAMIS OCCIDENTAL,I,Region I,RRJ BUILDERS CONSTRUCTION AND GENERAL MERCHANDISE,RRJ AND GENERAL MERCHANDISE,"29,399,995.00",29399995.0,04/19/2024,2024-04-19,12/05/2022,2022-12-05,16.075554,119.929609
8965,22IJ0026,,,"Construction of Slope Protection Structure along Brgy. Rizal, Gandara, Samar",,SAMAR (WESTERN SAMAR),,SAMAR (WESTERN SAMAR),PABLO S. LABASBAS CONSTRUCTION CORPORATION (FORMERLY: PABLOS. LABASBAS CONSTRUCTION CORPORATION),PABLO S. LABASBAS (FORMERLY: PABLOS. LABASBAS ),"19,597,359.34",19597359.34,,,12/05/2022,2022-12-05,,
8941,22II0054,,,"Rehabilitation of Seawall, Brgy. Del Norte, Lapinig, Northern Samar",,NORTHERN SAMAR,,NORTHERN SAMAR,CDU CONSTRUCTION,CDU,"49,004,700.00",49004700.0,,,12/05/2022,2022-12-05,,
7579,22GF0108,,,"Construction of River Control Structure along  Sibalom River, Tigbauan, Iloilo",,ILOILO,,ILOILO,PANAY EAST COAST CONSTRUCTION & SUPPLY,PANAY EAST COAST & SUPPLY,"4,940,135.94",4940135.94,,,12/05/2022,2022-12-05,,
7514,22GB0035,,,"Rehabilitation of Flood Control Project along Paliwan-Paningayan River, Brgy. Guinbanga-An, Laua-An, Antique",,ANTIQUE,,ANTIQUE,F & J GENERAL CONSTRUCTION AND SUPPLY CORPORATION,F & J GENERAL AND SUPPLY,"39,200,000.00",39200000.0,,,12/05/2022,2022-12-05,,
7332,22FL0039,,,"Construction of Flood Control Structure along Barangay Calpi River, Bulan, Sorsogon",,SORSOGON,,SORSOGON,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,CENTERWAYS AND DEVELOPMENT,"56,157,105.99",56157105.99,,,12/05/2022,2022-12-05,,
7062,22FF0042,,,"Construction/Rehabilitation/Improvement of Flood Mitigation Structure, Bicol River Flood Control, Brgy. Punta Tarawal (Punta Tarawal Section - Left Side), Calabanga, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,PEU CONSTRUCTION AND SUPPLY / STEVEN CONSTRUCTION & SUPPLY,PEU AND SUPPLY / STEVEN & SUPPLY,"67,549,873.69",67549873.69,,,12/05/2022,2022-12-05,,
5891,21DO0066,2024,2024,"Construction of Slope Protection at Mascap River, Sitio Kislatan, Barangay Mascap, Rodriguez, Rizal",,RIZAL,X,Region X,L. EUSEBIO ACE DEVELOPMENT CORPORATION,L. EUSEBIO ACE DEVELOPMENT,"29,700,000.00",29700000.0,02/16/2024,2024-02-16,12/05/2022,2022-12-05,8.288802,124.589101
5530,22DI0066,,,"Construction of Revetment along Biñan River, Brgy. Timbao, Biñan City, Laguna",,LAGUNA,,LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,MAR-VEL & SUPPLY,"96,498,600.20",96498600.2,,,12/05/2022,2022-12-05,,
5331,22DF0049,2024,2024,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase II, Trece Martires City, Cavite",,CAVITE,II,Region II,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,DEVEX / N.B. AVILA,"48,887,751.08",48887751.08,09/24/2024,2024-09-24,12/05/2022,2022-12-05,16.53318,122.262131
5330,22DF0048,,,"Construction of Road Dike along Timalan River, Brgy. Cabuco, Phase I, Trece Martires City, Cavite",,CAVITE,,CAVITE,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,DEVEX / N.B. AVILA,"48,869,615.47",48869615.47,,,12/05/2022,2022-12-05,,
5306,22DF0024,,,"Construction of Revetment along Imus River, Brgy. Binakayan, Kawit, Cavite",,CAVITE,,CAVITE,BAQPRINCE CONSTRUCTION AND TRADING CORP. / R.V. RIETA TRADING & GENERAL CONSTRUCTION,BAQPRINCE AND TRADING / R.V. RIETA TRADING & GENERAL,"89,745,000.00",89745000.0,,,12/05/2022,2022-12-05,,
5042,21CL0091,,,"Construction/Rehabilitation/Improvement of Slope Protection along Olongapo - Bugallon Road, Pangolingan Section (Phase 2), Palauig, Zambales",,ZAMBALES,,ZAMBALES,STO. CRISTO CONSTRUCTION & TRADING INC. (FOR: STO. CRISTO CONSTRUCTION & TRADING),STO. CRISTO & TRADING (FOR: STO. CRISTO & TRADING),"46,794,299.56",46794299.56,,,12/05/2022,2022-12-05,,
4794,22CK0079,,,"Construction of Slope Protection Structure, Sacobia-Bamban River, Left Bank, Brgy. Sta. Rita, Concepcion, Tarlac",,TARLAC,,TARLAC,FERDSTAR BUILDERS INC.,FERDSTAR,"93,168,832.14",93168832.14,,,12/05/2022,2022-12-05,,
4595,22CH0081,,,"Rehabilitation of Canal System of Porac-Gumain RIS (Porac RIS), Guagua, Pampanga",,PAMPANGA,,PAMPANGA,SOLFIO P. JACINTO CONSTRUCTION INC.,SOLFIO P. JACINTO,"96,492,456.51",96492456.51,,,12/05/2022,2022-12-05,,
2164,22AB0087,2024,2024,"Construction of Flood Control Structure along Sinigpit Creek (Right Bank), Barangay Caray, Sitio Sinigpit 2, Nueva Era, Ilocos Norte",,ILOCOS NORTE,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT,"48,999,997.76",48999997.76,02/20/2024,2024-02-20,12/05/2022,2022-12-05,14.575011,121.012164
1853,22OF0021,2024,2024,"Construction of Flood Control Structure and Tributaries along San Francisco River, Phase I, Quezon City",,QUEZON CITY,X,Region X,LARSEN-DUTCHER CONSTRACTOR CORPORATION (FORMERLY:LARSEN-DUTCHER CONSTRACTOR),LARSEN-DUTCHER CONSTRACTOR (FORMERLY:LARSEN-DUTCHER CONSTRACTOR),"42,731,523.60",42731523.6,01/31/2024,2024-01-31,12/05/2022,2022-12-05,8.305936,125.011853
1502,21OD0175,2024,2024,"Construction of Flood Control Wall along the Banks of Creeks in Brgy. 173, Caloocan City",,CALOOCAN CITY,X,Region X,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",PERSAN (FORMERLY: PERSAN CONST.,"47,802,379.15",47802379.15,01/31/2024,2024-01-31,12/05/2022,2022-12-05,8.150217,125.135744
771,22PE0052,2022,2022,"Construction of Poblacion Flood Control, Bokod, Benguet",,BENGUET,X,Region X,AG CHUNGALAN CONSTRUCTION,AG CHUNGALAN,"9,789,790.48",9789790.48,04/11/2022,2022-04-11,12/05/2022,2022-12-05,7.757771,124.747078
654,22PA0108,2024,2024,"Construction of Toon-San Gregorio Flood Control, La Paz, Abra",,ABRA,IX,Region IX,739 BUILDERS,739,"96,497,000.00",96497000.0,05/09/2024,2024-05-09,12/05/2022,2022-12-05,7.40252,123.369813
651,22PA0099,2024,2024,"Construction of Mudeng Flood Control Structure (Phase 3), Barangay Mudeng, La Paz, Abra",,ABRA,III,Region III,739 BUILDERS,739,"49,497,500.00",49497500.0,03/18/2024,2024-03-18,12/05/2022,2022-12-05,14.843209,120.986514
6717,22FB0206,,,"Construction of Daraga Drainage System, Daraga, Albay",,ALBAY,,ALBAY,JEJAN CONSTRUCTION AND SUPPLY(FOR. JEJAN CONSTRUCT,JEJAN AND SUPPLY(FOR. JEJAN CONSTRUCT,"29,397,676.96",29397676.96,,,12/04/2022,2022-12-04,,
2873,22BA0027,,,"Construction of Flood Control (Shoreline Protection) at Sitio Diptan, Barangay Sinakan, Sabtang, Batanes",,BATANES,,BATANES,BHM CONSTRUCTION,BHM,"4,978,478.33",4978478.33,,,12/04/2022,2022-12-04,,
2876,22BA0039,,,"Construction of Flood Control (Sewerage Net/Screen) along Rayasan Bridge, Barangay Kaychanarianan, Basco, Batanes",,BATANES,,BATANES,R.L. PACANA'S CONSTRUCTION & DEVELOPMENT,R.L. PACANA'S & DEVELOPMENT,"4,947,421.64",4947421.64,,,12/04/2022,2022-12-04,,
2779,22A00078,,,"Construction of Flood Control Structure along Parongking River, Brgy. Ambonao and Brgy. San Miguel, Calasiao, Pangasinan (Phase I)",,PANGASINAN,,PANGASINAN,ARCINUE COMM'L CORPORATION,ARCINUE COMM'L,"129,562,772.03",129562772.03,,,12/04/2022,2022-12-04,,
1517,22OD0072,2024,2024,"Construction of Flood Control Structure, Brgy. 187, Caloocan City",,CALOOCAN CITY,IX,Region IX,AYLAN CONSTRUCTION & TRADING,AYLAN & TRADING,"19,186,271.65",19186271.65,04/17/2024,2024-04-17,12/04/2022,2022-12-04,7.77551,122.91517
9659,22LB0359,,,"Construction of Drainage at Puan to Purok 12 San Ignacio, Barangay Talomo Proper, Davao City",,DAVAO DEL SUR,,DAVAO DEL SUR,DELOUKRIS BUILDERS,DELOUKRIS,"9,800,000.00",9800000.0,,,12/03/2022,2022-12-03,,
9129,22KB0029,2024,2024,"Construction of Revetment, Downstream and Upstream of Maramag Bridge along Maramag River, Barangay Base Camp, Maramag, Bukidnon",,BUKIDNON,X,Region X,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,PYRAMID CONSOLIDATED & GEN. MDSE.,"39,200,000.00",39200000.0,04/18/2024,2024-04-18,12/03/2022,2022-12-03,7.891293,125.098392
9065,22IL0135,,,"Construction of Cat-iwing Flood Control Structure, Hinundayan, Southern Leyte",,SOUTHERN LEYTE,,SOUTHERN LEYTE,LANOY CONSTRUCTION,LANOY,"20,580,000.00",20580000.0,,,12/03/2022,2022-12-03,,
7575,22GF0049,,,"Construction of Tumagbok River Flood Control Project, Miagao, Iloilo",,ILOILO,,ILOILO,ABRIGHT BUILDERS CORPORATION,ABRIGHT,"14,664,114.09",14664114.09,,,12/03/2022,2022-12-03,,
7375,22FK0003,,,"Construction of Bacon Boulevard Breakwater (Package 3), Sorsogon City",,SORSOGON,,SORSOGON,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,HI-TONE & DEVELOPMENT (FORMERLY,"96,472,990.61",96472990.61,,,12/03/2022,2022-12-03,,
7376,22FK0004,,,"Construction of Bacon Boulevard Breakwater (Package 4), Sorsogon City",,SORSOGON,,SORSOGON,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,HI-TONE & DEVELOPMENT (FORMERLY,"96,493,351.50",96493351.5,,,12/03/2022,2022-12-03,,
7217,22FH0057,,,"Construction of Flood Control Structure at Barangay Sogod Tibgao to Barangay Danicop to Barangay San Roque, Virac, Catanduanes",,CATANDUANES,,CATANDUANES,EMSYM CONSTRUCTION CORP. / NQA CONSTRUCTION & SUPPLY,EMSYM / NQA & SUPPLY,"48,998,759.81",48998759.81,,,12/03/2022,2022-12-03,,
5879,21DO0046,,,"Construction of Slope Protection of Matagbak Creek, Barangay Bagumbayan, Pililia, Rizal",,RIZAL,,RIZAL,S.B. SORIANO CONSTRUCTION,S.B. SORIANO,"9,900,000.00",9900000.0,,,12/03/2022,2022-12-03,,
2975,22BC0084,,,"Construction of Seawall along the Shoreline of Ballesteros, Cagayan",,CAGAYAN,,CAGAYAN,JEICCA BUILDERS / W.D. NAVARRO CONSTRUCTION CO.,JEICCA / W.D. NAVARRO,"49,000,000.00",49000000.0,,,12/03/2022,2022-12-03,,
1616,22OD0109,,,"Construction of Drainage System and Sidewalk along Maysan Service Road NLEX, Barangay Maysan, Valenzuela City",,VALENZUELA CITY,,VALENZUELA CITY,SONPRO CONSTRUCTION,SONPRO,"14,511,642.75",14511642.75,,,12/03/2022,2022-12-03,,
793,21P00064,2025,2025,"Construction of Baney Flood Control at Barangay Baculongan Sur, Buguias, Benguet",,BENGUET,Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,JOMARCANN GENERAL CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),JOMARCANN GENERAL / EGB (FORMERLY: EGB ),"96,500,000.00",96500000.0,03/12/2025,2025-03-12,12/03/2022,2022-12-03,14.599387,120.979339
9912,21MI0073,,,"Construction of Flood Control along M'lang River (Sta. 5+597 - Sta. 5+972), Brgy. Inas, M'lang, North Cotabato",,COTABATO (NORTH COTABATO),,COTABATO (NORTH COTABATO),JARGON CONSTRUCTION & SUPPLY,JARGON & SUPPLY,"47,654,560.49",47654560.49,,,12/02/2022,2022-12-02,,
9861,22MD0050,,,"Construction of Flood Control Structure, Libungan River (Abaga Section-Phase VII), Abaga, Libungan, Cotabato",,COTABATO (NORTH COTABATO),,COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON / REEM CONSTRUCTION AND SUPPLY,LLABAN & SUPPLY (FORMERLY: LLABAN CON / REEM AND SUPPLY,"49,000,000.00",49000000.0,,,12/02/2022,2022-12-02,,
9862,22MD0052,2024,2024,"Rehabilitation of Flood Control Structure along Libungan River (Upstream of Libungan Bridge), Poblacion, Libungan, Cotabato",,COTABATO (NORTH COTABATO),III,Region III,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,LLABAN & SUPPLY (FORMERLY: LLABAN CON,"29,400,000.00",29400000.0,02/26/2024,2024-02-26,12/02/2022,2022-12-02,14.829862,121.055282
9809,22LF0053,,,"Construction of Coastal Protection along Surigao del Sur Bdry - Davao Oriental Coastal Road (Tagtalisay Section), Manay, Davao Oriental",,DAVAO ORIENTAL,,DAVAO ORIENTAL,MITZ CONSTRUCTION AND SUPPLY / O. G. SANTOS CONSTRUCTION,MITZ AND SUPPLY / O. G. SANTOS,"67,549,370.29",67549370.29,,,12/02/2022,2022-12-02,,
9803,22LF0009,,,"Rehabilitation of Flood Control Structure along Baguan River, Sta. 0+000 - Sta. 0+400, Tarragona, Davao Oriental",,DAVAO ORIENTAL,,DAVAO ORIENTAL,RITZ BUILDERS CONSTRUCTION INC. (FORMERLY:RITZTOK CONSTRUCTION AND SUPPLY),RITZ (FORMERLY:RITZTOK AND SUPPLY),"29,399,769.79",29399769.79,,,12/02/2022,2022-12-02,,
8938,22II0017,,,"Construction of Pambujan Flood Control Structure and Drainage System, Pambujan River Basin, Pambujan, Northern Samar",,NORTHERN SAMAR,,NORTHERN SAMAR,JBM ENGINEERS AND SUPPLY / CDU CONSTRUCTION,JBM ENGINEERS AND SUPPLY / CDU,"77,199,786.05",77199786.05,,,12/02/2022,2022-12-02,,
8638,22IB0026,,,"Construction of Brgy. Cabong Flood Control, Brgy. Cabong, Borongan City, Eastern Samar",,EASTERN SAMAR,,EASTERN SAMAR,888 ACY ENTERPRISES,888 ACY ENTERPRISES,"48,999,993.80",48999993.8,,,12/02/2022,2022-12-02,,
7808,22GK0018,,,"Construction of Flood Control Structure of Matab-ang River along Bacolod North Rd, Talisay City, Negros Occidental",,NEGROS OCCIDENTAL,,NEGROS OCCIDENTAL,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),LEGACY (FORMERLY: LEGACY ),"48,998,001.04",48998001.04,,,12/02/2022,2022-12-02,,
6282,22EF0064,,,"Construction of Poblacion Balabac Seawall, Sta. 0+000 - Sta. 0+100, Balabac, Palawan",,PALAWAN,,PALAWAN,ONE HUNDRED PERCENT CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY:BCT TRADING & CONSTRUCTION),ONE HUNDRED PERCENT AND DEVELOPMENT (FORMERLY:BCT TRADING & ),"9,328,616.52",9328616.52,,,12/02/2022,2022-12-02,,
5900,22DO0037,2024,2024,"Construction of Flood Control and River Bank Protection Structure Along Pililla River, Brgy. Hulo, Pililla, Rizal",,RIZAL,VII,Region VII,DOUBLE 12 CONSTRUCTION & SUPPLY,DOUBLE 12 & SUPPLY,"96,500,000.00",96500000.0,04/11/2024,2024-04-11,12/02/2022,2022-12-02,9.9459,123.9682
5875,21DO0025,,,"Construction of Flood Mitigation Facilities along Upper Marikina River, Brgy. Ampid to Brgy. Sta. Ana, San Mateo Section L/S, San Mateo, Rizal",,RIZAL,,RIZAL,SUPREME ABF CONST. & CONST. SUPPLY COMPANY INC.,SUPREME ABF CONST. & CONST. SUPPLY,"82,028,200.85",82028200.85,,,12/02/2022,2022-12-02,,
5667,22DJ0027,2023,2023,"Construction of Slope Protection along Lagnas River, Barangay Sampaloc II, Sariaya, Quezon",,QUEZON,Construction of Slope Protection Structure,CONSTRUCTION OF SLOPE PROTECTION STRUCTURE,I.A . BOSQUE CONSTRUCTION CORPORATION,I.A . BOSQUE,"29,400,000.00",29400000.0,02/06/2023,2023-02-06,12/02/2022,2022-12-02,14.566771,121.074149
5450,22DQ0007,,,"Construction of Flood Mitigation Structures along Bacoor River, Phase 4, Bacoor City, Cavite",,CAVITE,,CAVITE,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),E.R. RODRIGUEZ (FORMERLY: E.R. RODRIGUEZ ),"48,995,805.15",48995805.15,,,12/02/2022,2022-12-02,,
3922,22CC0035,,,"Construction of Flood Control Structure along Balagtas River (Sta. 0 + 776 to Sta. 1 + 372), Barangay Panginay, Balagtas, Bulacan",,BULACAN,,BULACAN,TOPNOTCH CATALYST BUILDERS INC. / BLACK HARDHAT INC. (FORMERLY: JCHARDHAT INC.),TOPNOTCH CATALYST / BLACK HARDHAT (FORMERLY: JCHARDHAT ),"45,079,869.08",45079869.08,,,12/02/2022,2022-12-02,,
3124,22BF0003,2024,2024,"Construction of Siffu River Flood Control Structure (Sitio Pag-asa Section Phase II) Brgy. Simimbaan, Roxas, Isabela",,ISABELA,Construction of Flood Mitigation Structure,CONSTRUCTION OF FLOOD MITIGATION STRUCTURE,DANYSONS CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: DANYSONS CONSTRUCTION),DANYSONS AND DEVELOPMENT (FORMERLY: DANYSONS ),"41,663,887.47",41663887.47,03/18/2024,2024-03-18,12/02/2022,2022-12-02,16.753124,121.227939
2966,21BC0086,,,"Construction of Box Culvert, Barangay Namuccayan, Sto. Nino, Cagayan",,CAGAYAN,,CAGAYAN,JLL PULSAR CONSTRUCTION CORPORATION (FORMERLY: PULSAR CONSTRUCTION),JLL PULSAR (FORMERLY: PULSAR ),"4,848,606.56",4848606.56,,,12/02/2022,2022-12-02,,
2430,22A00289,2024,2024,"Construction of Slope Protection Works along San Francisco - Ambitacay Road, Agoo, La Union Sta. 000 + 650 - Sta. 000 + 710",,LA UNION,I,Region I,"S-ANG CONSTRUCTION & GENERAL TRADING, INC.",S-ANG & GENERAL TRADING,"7,885,653.01",7885653.01,02/23/2024,2024-02-23,12/02/2022,2022-12-02,16.17243,119.968294
2431,22A00290,,,"Construction of Slope Protection Works along San Francisco - Ambitacay Road, Sta. 000 + 380 - Sta. 000 + 482, Agoo, La Union",,LA UNION,,LA UNION,"S-ANG CONSTRUCTION & GENERAL TRADING, INC.",S-ANG & GENERAL TRADING,"12,737,486.24",12737486.24,,,12/02/2022,2022-12-02,,
2291,21AD0063,,,"Construction of Alilem Flood Control, Alilem, Ilocos Sur",,ILOCOS SUR,,ILOCOS SUR,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,VILLAR GENERAL AND SUPPLIES,"18,815,968.03",18815968.03,,,12/02/2022,2022-12-02,,
2243,21AC0001,,,"Construction of Flood Control, Cabugao River, Brgy. Turod-Patac, Cabugao, Ilocos Sur",,ILOCOS SUR,,ILOCOS SUR,R.B. PANO CONSTRUCTION CORP. (FORMERLY: R.B. PANO CONSTRUCTION AND SUPPLY),R.B. PANO (FORMERLY: R.B. PANO AND SUPPLY),"19,600,000.00",19600000.0,,,12/02/2022,2022-12-02,,
